Customer ID,Recency_Score,Frequency_Score,Monetary_Score,Segment,RFM_Score
12575,2,2,3,hibernating,22
12576,4,3,3,potential_loyalists,43
12577,4,4,4,loyal_customers,44
12578,4,2,4,potential_loyalists,42
12580,1,1,3,hibernating,11
12582,3,2,4,about_to_sleep,32
12583,5,5,5,champions,55
12586,5,3,4,potential_loyalists,53
12588,4,3,3,potential_loyalists,43
12589,3,4,5,loyal_customers,34
12591,4,2,3,potential_loyalists,42
12594,5,4,4,champions,54
12595,2,1,2,hibernating,21
12599,4,4,4,loyal_customers,44
12600,5,5,5,champions,55
12601,3,1,1,about_to_sleep,31
12605,5,4,4,champions,54
12606,1,1,1,hibernating,11
12608,3,1,2,about_to_sleep,31
12609,5,4,5,champions,54
12613,4,4,5,loyal_customers,44
12615,3,4,5,loyal_customers,34
12616,4,1,2,promising,41
12619,1,1,1,hibernating,11
12621,5,5,5,champions,55
12623,3,4,5,loyal_customers,34
12625,2,2,5,hibernating,22
12629,4,2,4,potential_loyalists,42
12632,2,2,3,hibernating,22
12633,4,3,5,potential_loyalists,43
12634,2,2,2,hibernating,22
12635,4,2,4,potential_loyalists,42
12636,1,1,1,hibernating,11
12637,5,4,5,champions,54
12638,1,1,1,hibernating,11
12639,3,2,3,about_to_sleep,32
12643,4,4,5,loyal_customers,44
12644,3,3,4,need_attention,33
12645,3,4,4,loyal_customers,34
12647,5,5,5,champions,55
12649,4,4,4,loyal_customers,44
12651,5,3,2,potential_loyalists,53
12652,3,1,1,about_to_sleep,31
12653,2,1,4,hibernating,21
12655,3,1,2,about_to_sleep,31
12656,3,3,5,need_attention,33
12661,2,1,1,hibernating,21
12662,5,5,5,champions,55
12663,1,2,1,hibernating,12
12664,2,2,4,hibernating,22
12665,3,2,1,about_to_sleep,32
12666,4,1,4,promising,41
12668,5,4,5,champions,54
12670,4,2,3,potential_loyalists,42
12671,1,1,5,hibernating,11
12672,1,1,1,hibernating,11
12673,3,1,3,about_to_sleep,31
12675,1,2,3,hibernating,12
12676,3,4,4,loyal_customers,34
12677,1,2,2,hibernating,12
12678,5,5,5,champions,55
12681,5,5,5,champions,55
12682,5,5,5,champions,55
12683,5,5,5,champions,55
12686,5,1,1,new_customers,51
12687,2,2,4,hibernating,22
12691,3,1,1,about_to_sleep,31
12692,1,1,1,hibernating,11
12693,4,3,3,potential_loyalists,43
12694,3,1,3,about_to_sleep,31
12696,3,2,3,about_to_sleep,32
12698,1,1,2,hibernating,11
12699,3,1,3,about_to_sleep,31
12705,4,4,5,loyal_customers,44
12708,5,5,5,champions,55
12709,5,5,5,champions,55
12711,1,2,4,hibernating,12
12712,5,5,5,champions,55
12714,4,5,5,loyal_customers,45
12717,1,1,2,hibernating,11
12720,5,4,5,champions,54
12721,4,2,4,potential_loyalists,42
12724,4,3,4,potential_loyalists,43
12725,5,4,5,champions,54
12726,4,4,4,loyal_customers,44
12728,4,1,1,promising,41
12730,2,1,3,hibernating,21
12733,4,3,4,potential_loyalists,43
12734,5,2,3,potential_loyalists,52
12737,2,2,5,hibernating,22
12738,5,1,1,new_customers,51
12739,4,2,4,potential_loyalists,42
12741,2,2,2,hibernating,22
12742,1,1,4,hibernating,11
12746,2,1,2,hibernating,21
12747,5,5,5,champions,55
12748,5,5,5,champions,55
12749,4,4,5,loyal_customers,44
12751,2,1,2,hibernating,21
12755,5,5,5,champions,55
12759,4,4,5,loyal_customers,44
12760,2,1,2,hibernating,21
12761,2,2,3,hibernating,22
12763,5,1,2,new_customers,51
12766,5,3,5,potential_loyalists,53
12767,5,1,3,new_customers,51
12768,2,1,1,hibernating,21
12770,2,1,4,hibernating,21
12771,2,1,2,hibernating,21
12773,1,1,1,hibernating,11
12774,2,1,1,hibernating,21
12775,4,2,2,potential_loyalists,42
12776,1,1,1,hibernating,11
12777,2,1,3,hibernating,21
12778,4,3,3,potential_loyalists,43
12779,5,5,5,champions,55
12780,1,1,2,hibernating,11
12782,5,4,5,champions,54
12784,2,1,4,hibernating,21
12785,2,2,3,hibernating,22
12786,1,1,3,hibernating,11
12787,3,1,2,about_to_sleep,31
12789,2,2,1,hibernating,22
12790,3,1,2,about_to_sleep,31
12791,5,4,3,champions,54
12792,2,1,2,hibernating,21
12793,5,2,2,potential_loyalists,52
12796,1,1,2,hibernating,11
12797,5,2,3,potential_loyalists,52
12798,3,1,4,about_to_sleep,31
12799,2,1,1,hibernating,21
12801,2,1,4,hibernating,21
12803,4,1,4,promising,41
12804,2,2,2,hibernating,22
12805,4,4,4,loyal_customers,44
12806,3,4,5,loyal_customers,34
12807,4,1,2,promising,41
12808,5,3,2,potential_loyalists,53
12809,1,2,4,hibernating,12
12810,2,2,3,hibernating,22
12811,5,2,3,potential_loyalists,52
12817,4,2,3,potential_loyalists,42
12819,2,1,3,hibernating,21
12820,4,5,4,loyal_customers,45
12821,1,1,1,hibernating,11
12823,4,5,5,loyal_customers,45
12825,2,2,3,hibernating,22
12826,5,4,4,champions,54
12829,1,1,1,hibernating,11
12831,2,2,1,hibernating,22
12835,3,5,5,loyal_customers,35
12836,4,5,5,loyal_customers,45
12837,1,1,3,hibernating,11
12838,5,5,5,champions,55
12839,5,5,5,champions,55
12841,5,5,5,champions,55
12842,3,2,3,about_to_sleep,32
12843,4,5,5,loyal_customers,45
12844,2,2,2,hibernating,22
12846,1,1,1,hibernating,11
12847,4,1,3,promising,41
12848,1,1,1,hibernating,11
12849,4,4,4,loyal_customers,44
12850,2,1,2,hibernating,21
12851,2,1,1,hibernating,21
12853,3,4,4,loyal_customers,34
12855,5,4,3,champions,54
12858,4,1,1,promising,41
12859,2,1,3,hibernating,21
12860,1,1,1,hibernating,11
12861,1,1,1,hibernating,11
12862,3,2,4,about_to_sleep,32
12863,5,4,5,champions,54
12864,2,1,1,hibernating,21
12865,5,2,4,potential_loyalists,52
12866,2,2,3,hibernating,22
12867,4,4,5,loyal_customers,44
12868,5,3,3,potential_loyalists,53
12869,1,1,2,hibernating,11
12870,5,3,4,potential_loyalists,53
12871,2,1,2,hibernating,21
12872,5,5,5,champions,55
12873,4,2,4,potential_loyalists,42
12874,4,2,3,potential_loyalists,42
12876,4,2,4,potential_loyalists,42
12877,3,5,4,loyal_customers,35
12880,4,2,3,potential_loyalists,42
12887,4,1,1,promising,41
12889,4,4,2,loyal_customers,44
12890,4,1,2,promising,41
12891,2,5,3,cant_loose,25
12892,4,1,2,promising,41
12894,1,1,1,hibernating,11
12897,4,2,2,potential_loyalists,42
12898,2,2,2,hibernating,22
12899,3,1,2,about_to_sleep,31
12900,3,1,2,about_to_sleep,31
12903,3,1,3,about_to_sleep,31
12905,1,2,4,hibernating,12
12907,4,2,3,potential_loyalists,42
12908,4,3,4,potential_loyalists,43
12909,3,3,3,need_attention,33
12910,5,4,5,champions,54
12911,1,1,4,hibernating,11
12913,5,5,5,champions,55
12914,4,1,1,promising,41
12915,5,3,3,potential_loyalists,53
12917,4,4,5,loyal_customers,44
12918,1,1,5,hibernating,11
12921,5,5,5,champions,55
12923,4,2,3,potential_loyalists,42
12924,4,5,4,loyal_customers,45
12925,1,1,1,hibernating,11
12926,3,4,4,loyal_customers,34
12927,4,1,1,promising,41
12928,5,5,5,champions,55
12931,4,5,5,loyal_customers,45
12932,2,5,4,cant_loose,25
12933,4,4,4,loyal_customers,44
12934,1,1,1,hibernating,11
12935,5,5,4,champions,55
12939,5,5,5,champions,55
12941,1,1,2,hibernating,11
12942,5,1,2,new_customers,51
12943,1,2,2,hibernating,12
12945,1,1,2,hibernating,11
12946,2,1,2,hibernating,21
12947,5,1,2,new_customers,51
12948,1,2,2,hibernating,12
12949,4,5,5,loyal_customers,45
12951,4,5,5,loyal_customers,45
12953,2,1,2,hibernating,21
12954,1,1,1,hibernating,11
12958,4,2,3,potential_loyalists,42
12959,2,1,1,hibernating,21
12960,3,4,4,loyal_customers,34
12961,5,1,1,new_customers,51
12963,5,4,4,champions,54
12964,2,1,1,hibernating,21
12967,5,2,5,potential_loyalists,52
12969,1,1,1,hibernating,11
12970,4,4,4,loyal_customers,44
12971,5,5,5,champions,55
12972,3,4,4,loyal_customers,34
12973,3,1,2,about_to_sleep,31
12974,1,1,2,hibernating,11
12976,5,5,5,champions,55
12978,4,4,5,loyal_customers,44
12979,1,1,3,hibernating,11
12980,4,5,5,loyal_customers,45
12982,4,5,5,loyal_customers,45
12983,1,1,2,hibernating,11
12986,3,5,5,loyal_customers,35
12987,3,3,3,need_attention,33
12989,3,5,5,loyal_customers,35
12990,3,4,3,loyal_customers,34
12991,4,1,2,promising,41
12992,1,1,1,hibernating,11
12996,5,1,2,new_customers,51
12997,4,4,3,loyal_customers,44
13000,1,1,2,hibernating,11
13001,3,5,5,loyal_customers,35
13002,3,2,2,about_to_sleep,32
13004,4,5,5,loyal_customers,45
13005,3,2,2,about_to_sleep,32
13007,1,1,1,hibernating,11
13008,4,2,2,potential_loyalists,42
13009,1,1,1,hibernating,11
13010,5,2,2,potential_loyalists,52
13011,5,1,1,new_customers,51
13012,3,3,4,need_attention,33
13013,5,5,5,champions,55
13014,3,1,4,about_to_sleep,31
13018,3,5,5,loyal_customers,35
13019,5,4,4,champions,54
13020,1,2,3,hibernating,12
13021,5,5,5,champions,55
13022,3,1,1,about_to_sleep,31
13023,2,1,3,hibernating,21
13024,2,2,3,hibernating,22
13025,1,1,2,hibernating,11
13027,4,5,5,loyal_customers,45
13029,5,2,3,potential_loyalists,52
13030,5,1,2,new_customers,51
13031,3,4,5,loyal_customers,34
13032,4,5,4,loyal_customers,45
13033,3,1,1,about_to_sleep,31
13034,5,2,2,potential_loyalists,52
13035,3,1,2,about_to_sleep,31
13036,1,1,2,hibernating,11
13037,4,5,5,loyal_customers,45
13044,2,5,5,cant_loose,25
13045,3,2,2,about_to_sleep,32
13046,2,1,2,hibernating,21
13047,5,5,5,champions,55
13049,4,2,3,potential_loyalists,42
13050,5,5,5,champions,55
13051,1,2,1,hibernating,12
13052,3,4,5,loyal_customers,34
13053,1,1,1,hibernating,11
13055,3,1,4,about_to_sleep,31
13056,1,1,1,hibernating,11
13059,3,5,4,loyal_customers,35
13063,2,1,1,hibernating,21
13064,1,2,3,hibernating,12
13065,5,4,4,champions,54
13067,3,2,2,about_to_sleep,32
13069,5,5,5,champions,55
13071,1,1,1,hibernating,11
13073,3,2,2,about_to_sleep,32
13076,2,1,1,hibernating,21
13077,5,5,5,champions,55
13078,5,5,5,champions,55
13079,3,1,1,about_to_sleep,31
13080,3,3,1,need_attention,33
13081,5,5,5,champions,55
13082,3,5,5,loyal_customers,35
13083,3,1,1,about_to_sleep,31
13084,2,1,1,hibernating,21
13086,4,1,2,promising,41
13087,1,1,2,hibernating,11
13088,3,1,1,about_to_sleep,31
13089,5,5,5,champions,55
13090,5,5,5,champions,55
13091,1,2,4,hibernating,12
13092,3,5,4,loyal_customers,35
13093,5,5,5,champions,55
13094,5,2,2,potential_loyalists,52
13096,4,1,2,promising,41
13097,4,5,5,loyal_customers,45
13102,5,5,5,champions,55
13103,2,2,2,hibernating,22
13104,3,3,3,need_attention,33
13105,2,1,1,hibernating,21
13106,3,1,3,about_to_sleep,31
13107,3,4,5,loyal_customers,34
13108,5,2,3,potential_loyalists,52
13109,1,1,2,hibernating,11
13111,1,1,2,hibernating,11
13112,1,1,1,hibernating,11
13113,5,5,5,champions,55
13114,1,1,1,hibernating,11
13115,5,4,5,champions,54
13117,5,5,4,champions,55
13118,5,4,4,champions,54
13119,1,1,1,hibernating,11
13123,2,2,3,hibernating,22
13124,4,1,3,promising,41
13125,2,1,1,hibernating,21
13126,5,5,4,champions,55
13128,1,1,2,hibernating,11
13129,2,2,1,hibernating,22
13131,3,4,5,loyal_customers,34
13133,2,1,1,hibernating,21
13134,3,2,3,about_to_sleep,32
13135,2,1,2,hibernating,21
13136,5,5,5,champions,55
13137,4,5,5,loyal_customers,45
13138,5,2,2,potential_loyalists,52
13139,2,1,5,hibernating,21
13140,5,3,3,potential_loyalists,53
13141,4,5,5,loyal_customers,45
13143,1,1,2,hibernating,11
13144,3,1,1,about_to_sleep,31
13145,5,4,3,champions,54
13148,4,5,5,loyal_customers,45
13151,1,2,4,hibernating,12
13152,3,5,5,loyal_customers,35
13154,4,3,4,potential_loyalists,43
13155,5,3,3,potential_loyalists,53
13156,4,3,4,potential_loyalists,43
13157,3,4,5,loyal_customers,34
13158,4,1,2,promising,41
13161,2,1,2,hibernating,21
13162,4,5,5,loyal_customers,45
13163,1,1,1,hibernating,11
13164,1,2,2,hibernating,12
13165,3,1,2,about_to_sleep,31
13166,3,1,2,about_to_sleep,31
13167,4,1,2,promising,41
13168,1,1,3,hibernating,11
13169,1,1,1,hibernating,11
13172,4,1,1,promising,41
13173,5,5,5,champions,55
13174,5,5,5,champions,55
13175,1,2,3,hibernating,12
13177,3,1,1,about_to_sleep,31
13178,4,5,5,loyal_customers,45
13179,1,1,3,hibernating,11
13180,1,1,1,hibernating,11
13181,4,1,2,promising,41
13183,4,4,5,loyal_customers,44
13191,1,1,1,hibernating,11
13194,3,1,2,about_to_sleep,31
13195,3,1,1,about_to_sleep,31
13197,1,1,2,hibernating,11
13198,4,2,4,potential_loyalists,42
13199,5,5,5,champions,55
13202,4,5,4,loyal_customers,45
13203,4,4,4,loyal_customers,44
13204,1,1,3,hibernating,11
13205,2,1,5,hibernating,21
13206,4,5,5,loyal_customers,45
13207,2,2,2,hibernating,22
13211,4,5,4,loyal_customers,45
13213,4,4,5,loyal_customers,44
13214,3,5,5,loyal_customers,35
13215,3,1,1,about_to_sleep,31
13217,1,1,1,hibernating,11
13219,1,1,1,hibernating,11
13220,1,1,3,hibernating,11
13222,1,1,1,hibernating,11
13223,3,4,3,loyal_customers,34
13225,3,5,5,loyal_customers,35
13226,4,1,1,promising,41
13230,5,5,5,champions,55
13233,3,2,3,about_to_sleep,32
13234,1,2,2,hibernating,12
13237,4,1,3,promising,41
13238,3,2,2,about_to_sleep,32
13240,5,4,4,champions,54
13241,3,1,1,about_to_sleep,31
13245,3,1,3,about_to_sleep,31
13246,4,4,4,loyal_customers,44
13249,3,4,3,loyal_customers,34
13250,2,2,2,hibernating,22
13251,3,1,2,about_to_sleep,31
13252,4,2,2,potential_loyalists,42
13253,3,2,4,about_to_sleep,32
13254,5,1,1,new_customers,51
13255,5,2,2,potential_loyalists,52
13257,2,1,1,hibernating,21
13258,5,2,2,potential_loyalists,52
13259,4,5,4,loyal_customers,45
13262,4,2,2,potential_loyalists,42
13263,4,4,4,loyal_customers,44
13264,2,1,3,hibernating,21
13266,3,5,5,loyal_customers,35
13267,5,5,5,champions,55
13269,5,5,5,champions,55
13270,5,1,3,new_customers,51
13274,3,1,2,about_to_sleep,31
13275,4,2,1,potential_loyalists,42
13276,4,3,4,potential_loyalists,43
13277,4,3,2,potential_loyalists,43
13278,4,3,3,potential_loyalists,43
13280,5,4,4,champions,54
13281,2,1,2,hibernating,21
13282,3,1,1,about_to_sleep,31
13283,1,2,2,hibernating,12
13285,1,2,3,hibernating,12
13286,1,1,3,hibernating,11
13289,1,1,2,hibernating,11
13290,2,1,1,hibernating,21
13291,3,5,5,loyal_customers,35
13292,3,3,2,need_attention,33
13293,4,4,4,loyal_customers,44
13294,1,1,3,hibernating,11
13295,5,3,3,potential_loyalists,53
13296,3,4,3,loyal_customers,34
13297,4,3,5,potential_loyalists,43
13299,3,2,4,about_to_sleep,32
13300,4,2,3,potential_loyalists,42
13302,2,1,1,hibernating,21
13303,4,1,1,promising,41
13305,5,5,4,champions,55
13306,3,1,1,about_to_sleep,31
13307,2,2,2,hibernating,22
13308,1,1,2,hibernating,11
13309,4,1,1,promising,41
13310,4,2,2,potential_loyalists,42
13312,2,1,1,hibernating,21
13313,2,5,4,cant_loose,25
13315,1,1,2,hibernating,11
13316,4,4,5,loyal_customers,44
13317,4,5,5,loyal_customers,45
13319,5,5,5,champions,55
13320,3,2,3,about_to_sleep,32
13324,3,5,5,loyal_customers,35
13326,3,1,2,about_to_sleep,31
13327,5,5,5,champions,55
13329,5,5,5,champions,55
13331,3,1,2,about_to_sleep,31
13333,3,3,4,need_attention,33
13334,2,2,5,hibernating,22
13337,1,1,4,hibernating,11
13340,3,4,5,loyal_customers,34
13359,3,1,3,about_to_sleep,31
13360,3,4,4,loyal_customers,34
13361,2,2,4,hibernating,22
13362,5,3,5,potential_loyalists,53
13363,3,1,3,about_to_sleep,31
13367,3,1,3,about_to_sleep,31
13368,3,2,2,about_to_sleep,32
13369,5,1,2,new_customers,51
13370,5,1,3,new_customers,51
13371,2,2,5,hibernating,22
13373,3,3,5,need_attention,33
13374,3,2,2,about_to_sleep,32
13375,2,1,4,hibernating,21
13377,4,2,4,potential_loyalists,42
13380,3,1,1,about_to_sleep,31
13381,5,4,5,champions,54
13382,3,4,4,loyal_customers,34
13383,1,1,2,hibernating,11
13384,4,4,5,loyal_customers,44
13386,3,2,3,about_to_sleep,32
13387,3,1,1,about_to_sleep,31
13388,1,1,3,hibernating,11
13392,1,1,1,hibernating,11
13394,5,5,5,champions,55
13395,4,2,3,potential_loyalists,42
13398,2,1,1,hibernating,21
13400,1,1,2,hibernating,11
13402,5,3,3,potential_loyalists,53
13403,4,2,1,potential_loyalists,42
13406,3,2,3,about_to_sleep,32
13408,5,5,5,champions,55
13410,4,4,4,loyal_customers,44
13412,1,1,2,hibernating,11
13416,1,1,1,hibernating,11
13418,5,5,5,champions,55
13421,3,4,5,loyal_customers,34
13423,3,1,1,about_to_sleep,31
13424,2,1,3,hibernating,21
13425,2,2,4,hibernating,22
13426,4,5,5,loyal_customers,45
13428,2,2,2,hibernating,22
13431,3,4,4,loyal_customers,34
13432,1,2,2,hibernating,12
13434,4,3,4,potential_loyalists,43
13435,5,2,3,potential_loyalists,52
13438,1,1,1,hibernating,11
13439,4,2,3,potential_loyalists,42
13440,3,5,4,loyal_customers,35
13441,3,1,2,about_to_sleep,31
13444,5,2,3,potential_loyalists,52
13445,1,1,1,hibernating,11
13446,3,5,5,loyal_customers,35
13448,5,5,5,champions,55
13450,5,5,4,champions,55
13451,4,4,5,loyal_customers,44
13452,2,1,1,hibernating,21
13453,3,1,2,about_to_sleep,31
13454,1,1,1,hibernating,11
13455,5,4,4,champions,54
13457,1,2,1,hibernating,12
13458,5,2,5,potential_loyalists,52
13459,1,2,4,hibernating,12
13461,3,3,5,need_attention,33
13462,3,4,4,loyal_customers,34
13464,4,4,5,loyal_customers,44
13465,2,2,3,hibernating,22
13466,3,4,3,loyal_customers,34
13468,5,5,5,champions,55
13469,1,1,1,hibernating,11
13472,2,2,3,hibernating,22
13474,2,2,2,hibernating,22
13476,3,3,3,need_attention,33
13479,2,2,3,hibernating,22
13480,3,2,3,about_to_sleep,32
13481,5,4,4,champions,54
13482,1,1,1,hibernating,11
13484,4,2,2,potential_loyalists,42
13485,5,5,5,champions,55
13487,2,2,2,hibernating,22
13488,5,5,5,champions,55
13490,1,1,1,hibernating,11
13491,5,5,5,champions,55
13495,5,4,5,champions,54
13497,5,4,3,champions,54
13498,1,1,2,hibernating,11
13500,3,1,2,about_to_sleep,31
13501,2,2,4,hibernating,22
13502,3,2,2,about_to_sleep,32
13506,5,4,4,champions,54
13508,1,1,1,hibernating,11
13509,2,1,1,hibernating,21
13510,5,5,5,champions,55
13511,1,1,2,hibernating,11
13512,4,3,2,potential_loyalists,43
13513,2,2,3,hibernating,22
13514,3,3,3,need_attention,33
13515,2,2,2,hibernating,22
13516,3,1,2,about_to_sleep,31
13519,2,1,1,hibernating,21
13520,5,4,5,champions,54
13523,5,2,4,potential_loyalists,52
13526,1,2,4,hibernating,12
13527,3,4,5,loyal_customers,34
13530,1,1,2,hibernating,11
13531,5,4,4,champions,54
13534,5,5,4,champions,55
13535,3,1,1,about_to_sleep,31
13537,3,2,3,about_to_sleep,32
13538,4,4,4,loyal_customers,44
13539,3,4,3,loyal_customers,34
13541,3,2,3,about_to_sleep,32
13542,5,5,5,champions,55
13543,1,2,4,hibernating,12
13544,3,4,3,loyal_customers,34
13545,4,2,2,potential_loyalists,42
13546,4,2,2,potential_loyalists,42
13547,3,1,1,about_to_sleep,31
13548,2,1,1,hibernating,21
13549,4,1,1,promising,41
13550,4,1,2,promising,41
13551,1,1,1,hibernating,11
13552,3,5,5,loyal_customers,35
13553,1,1,3,hibernating,11
13554,4,5,4,loyal_customers,45
13555,5,5,5,champions,55
13556,3,2,1,about_to_sleep,32
13557,3,5,5,loyal_customers,35
13559,2,2,3,hibernating,22
13561,4,5,4,loyal_customers,45
13562,3,4,5,loyal_customers,34
13564,5,5,5,champions,55
13565,3,1,1,about_to_sleep,31
13566,3,3,3,need_attention,33
13567,3,4,4,loyal_customers,34
13569,5,3,3,potential_loyalists,53
13571,4,5,5,loyal_customers,45
13573,5,4,3,champions,54
13574,3,1,2,about_to_sleep,31
13576,5,5,5,champions,55
13577,4,5,4,loyal_customers,45
13578,3,1,1,about_to_sleep,31
13579,5,4,4,champions,54
13580,3,1,1,about_to_sleep,31
13581,3,1,1,about_to_sleep,31
13582,4,2,1,potential_loyalists,42
13583,1,1,3,hibernating,11
13584,2,2,1,hibernating,22
13586,1,1,1,hibernating,11
13590,5,5,5,champions,55
13591,3,4,3,loyal_customers,34
13593,4,5,5,loyal_customers,45
13594,2,1,1,hibernating,21
13597,4,2,2,potential_loyalists,42
13599,5,5,5,champions,55
13600,1,1,2,hibernating,11
13601,4,2,2,potential_loyalists,42
13602,4,3,3,potential_loyalists,43
13604,1,1,3,hibernating,11
13605,4,2,3,potential_loyalists,42
13607,3,1,2,about_to_sleep,31
13608,2,1,1,hibernating,21
13609,1,1,1,hibernating,11
13610,4,5,4,loyal_customers,45
13611,5,5,5,champions,55
13612,1,1,3,hibernating,11
13614,4,2,3,potential_loyalists,42
13615,4,5,5,loyal_customers,45
13616,1,2,2,hibernating,12
13617,3,4,3,loyal_customers,34
13619,1,2,1,hibernating,12
13620,2,1,1,hibernating,21
13622,1,1,3,hibernating,11
13623,4,4,4,loyal_customers,44
13624,4,1,2,promising,41
13625,1,1,2,hibernating,11
13626,5,1,2,new_customers,51
13627,2,2,3,hibernating,22
13628,1,1,2,hibernating,11
13629,3,5,5,loyal_customers,35
13632,4,3,4,potential_loyalists,43
13634,5,5,5,champions,55
13639,2,1,2,hibernating,21
13640,1,1,2,hibernating,11
13642,3,3,1,need_attention,33
13643,4,5,4,loyal_customers,45
13646,4,2,2,potential_loyalists,42
13648,4,5,4,loyal_customers,45
13649,5,4,4,champions,54
13650,5,4,4,champions,54
13651,4,1,1,promising,41
13652,5,3,4,potential_loyalists,53
13653,2,1,1,hibernating,21
13654,4,4,5,loyal_customers,44
13655,5,4,4,champions,54
13656,2,2,3,hibernating,22
13658,4,4,5,loyal_customers,44
13659,3,5,5,loyal_customers,35
13660,4,1,2,promising,41
13661,1,1,2,hibernating,11
13662,4,5,4,loyal_customers,45
13663,4,4,4,loyal_customers,44
13665,4,3,4,potential_loyalists,43
13666,3,2,1,about_to_sleep,32
13668,4,5,5,loyal_customers,45
13669,3,1,1,about_to_sleep,31
13671,4,1,1,promising,41
13672,1,1,1,hibernating,11
13674,3,1,1,about_to_sleep,31
13676,2,2,1,hibernating,22
13677,3,2,3,about_to_sleep,32
