Customer ID,Recency,Frequency,Monetary,Segment
12484,483,6,1828.4299999999998,at_risk
12485,529,1,708.1000000000001,hibernating
12486,431,1,1037.2800000000002,about_to_sleep
12487,730,1,285.29999999999995,hibernating
12490,378,11,4405.709999999999,champions
12492,403,1,452.00000000000006,about_to_sleep
12494,365,3,626.77,potential_loyalists
12495,640,1,357.4,hibernating
12496,620,2,54.09,hibernating
12497,400,2,5205.400000000001,potential_loyalists
12499,560,1,393.71999999999997,hibernating
12500,435,8,1697.39,loyal_customers
12503,584,1,1126.0,hibernating
12504,417,2,297.00000000000006,about_to_sleep
12505,408,1,955.1999999999999,about_to_sleep
12507,584,1,539.25,hibernating
12510,459,7,4195.450000000001,cant_loose
12511,428,1,3084.0200000000004,about_to_sleep
12514,641,1,580.0799999999999,hibernating
12516,430,2,1336.56,about_to_sleep
12519,476,1,385.7,hibernating
12523,374,12,2582.38,champions
12524,388,9,6640.389999999999,loyal_customers
12525,498,3,973.7300000000001,at_risk
12527,494,2,386.8,hibernating
12529,528,1,316.47999999999996,hibernating
12530,415,5,2096.98,loyal_customers
12531,686,1,1807.9799999999996,hibernating
12533,627,2,1367.89,hibernating
12537,408,1,732.94,about_to_sleep
12538,378,1,276.5,new_customers
12539,450,3,5646.4,at_risk
12540,378,16,8854.25,champions
12542,484,2,481.88,hibernating
12543,448,1,980.25,hibernating
12547,500,1,175.77999999999997,hibernating
12549,575,6,1575.6799999999998,at_risk
12553,385,2,916.47,potential_loyalists
12554,448,1,468.5,hibernating
12555,682,1,129.23,hibernating
12557,371,4,6725.18,champions
12562,385,2,1185.18,potential_loyalists
12563,408,1,249.24,about_to_sleep
12567,367,7,4308.58,champions
12568,644,1,70.0,hibernating
12570,682,1,77.52,hibernating
12573,381,4,556.8700000000001,loyal_customers
12575,457,2,622.8199999999999,hibernating
12576,392,3,826.8900000000001,potential_loyalists
12577,381,5,995.95,loyal_customers
12578,385,2,1847.9400000000003,potential_loyalists
12580,576,1,637.2,hibernating
12582,422,2,1469.04,about_to_sleep
12583,373,13,7166.0599999999995,champions
12586,374,3,1865.73,potential_loyalists
12588,399,3,743.8800000000001,potential_loyalists
12589,421,6,4048.9799999999996,loyal_customers
12591,390,2,899.3,potential_loyalists
12592,519,3,2145.0599999999995,at_risk
12594,378,5,1751.8899999999999,champions
12595,504,1,299.02000000000004,hibernating
12598,463,3,1511.0100000000002,at_risk
12599,381,6,1264.1399999999999,loyal_customers
12600,371,12,2444.88,champions
12601,404,1,104.2,about_to_sleep
12605,376,4,1232.95,champions
12606,682,1,21.0,hibernating
12608,404,1,415.78999999999996,about_to_sleep
12609,374,6,2309.0099999999998,champions
12613,388,5,3490.69,loyal_customers
12615,413,4,3449.79,loyal_customers
12616,388,1,417.79999999999995,promising
12619,560,1,140.14,hibernating
12621,365,16,11086.14,champions
12623,416,6,3442.74,loyal_customers
12625,509,2,2481.06,hibernating
12629,385,2,1558.2199999999998,potential_loyalists
12631,456,5,2841.07,at_risk
12632,520,2,804.88,hibernating
12633,382,3,3514.18,potential_loyalists
12634,535,2,490.0,hibernating
12635,392,2,1241.23,potential_loyalists
12636,738,1,141.0,hibernating
12637,378,4,2318.41,champions
12638,639,1,249.8,hibernating
12639,434,2,826.2700000000001,about_to_sleep
12643,385,6,5005.78,loyal_customers
12644,430,3,1440.5800000000002,need_attention
12645,409,4,1764.1200000000001,loyal_customers
12647,367,27,14201.529999999999,champions
12648,437,3,793.95,at_risk
12649,382,5,1671.1400000000003,loyal_customers
12651,378,3,263.75,potential_loyalists
12652,434,1,97.05000000000001,about_to_sleep
12653,526,1,1950.98,hibernating
12655,423,1,261.35,about_to_sleep
12656,425,3,2356.66,need_attention
12661,436,1,162.00000000000003,hibernating
12662,373,10,3138.2400000000002,champions
12663,624,2,239.4,hibernating
12664,514,2,1188.16,hibernating
12665,417,2,250.6,about_to_sleep
12666,394,1,1248.42,promising
12668,378,6,7637.530000000001,champions
12670,385,2,764.24,potential_loyalists
12671,606,1,2622.481,hibernating
12672,595,1,211.15000000000003,hibernating
12673,401,1,619.5,about_to_sleep
12675,553,2,958.5000000000001,hibernating
12676,408,5,1511.7,loyal_customers
12677,555,2,395.1,hibernating
12678,375,9,16652.72,champions
12681,367,24,17080.739999999998,champions
12682,365,23,11745.69,champions
12683,365,8,4220.21,champions
12686,371,1,89.14,new_customers
12687,480,2,2138.9099999999994,hibernating
12691,420,1,134.6,about_to_sleep
12692,637,1,110.95,hibernating
12693,396,3,847.1099999999999,potential_loyalists
12694,421,1,973.68,about_to_sleep
12695,528,3,825.02,at_risk
12696,434,2,851.91,about_to_sleep
12698,590,1,339.75,hibernating
12699,417,1,638.11,about_to_sleep
12701,529,4,1648.7,at_risk
12703,633,3,722.9799999999999,at_risk
12705,383,5,4893.81,loyal_customers
12708,368,9,2601.19,champions
12709,366,20,21356.82,champions
12711,611,2,1339.0499999999997,hibernating
12712,365,10,2797.53,champions
12714,388,7,9384.85,loyal_customers
12717,590,1,277.93,hibernating
12720,369,6,2478.9399999999996,champions
12721,385,2,1356.95,potential_loyalists
12724,383,3,1286.1100000000001,potential_loyalists
12725,371,4,2266.7599999999998,champions
12726,387,4,1405.5000000000002,loyal_customers
12727,442,3,1698.8300000000002,at_risk
12728,383,1,233.84,promising
12730,521,1,829.2500000000001,hibernating
12731,442,5,6879.800000000001,at_risk
12733,389,3,2040.92,potential_loyalists
12734,374,2,529.25,potential_loyalists
12737,498,2,3710.5,hibernating
12738,372,1,155.35,new_customers
12739,385,2,1713.69,potential_loyalists
12741,529,2,406.07,hibernating
12742,625,1,1201.5200000000002,hibernating
12744,459,4,4037.769999999999,at_risk
12745,486,3,925.4100000000001,at_risk
12746,540,1,254.55,hibernating
12747,369,16,5080.530000000001,champions
12748,365,144,22879.659999999996,champions
12749,399,4,2806.4800000000005,loyal_customers
12751,444,1,268.27,hibernating
12755,365,10,5218.71,champions
12758,459,5,7111.65,at_risk
12759,386,5,3489.3,loyal_customers
12760,455,1,347.8,hibernating
12761,457,2,782.9499999999999,hibernating
12763,369,1,320.08000000000004,new_customers
12765,472,6,1404.58,at_risk
12766,366,3,3078.6499999999996,potential_loyalists
12767,375,1,949.82,new_customers
12768,450,1,168.69000000000003,hibernating
12770,456,1,1895.0,hibernating
12771,485,1,282.3,hibernating
12773,564,1,124.25,hibernating
12774,535,1,98.7,hibernating
12775,388,2,300.08,potential_loyalists
12776,667,1,55.5,hibernating
12777,457,1,519.45,hibernating
12778,396,3,953.45,potential_loyalists
12779,371,7,2740.91,champions
12780,598,1,337.3999999999999,hibernating
12782,374,6,2287.32,champions
12784,529,1,1230.3300000000002,hibernating
12785,535,2,788.45,hibernating
12786,609,1,728.5000000000001,hibernating
12787,413,1,398.52,about_to_sleep
12788,463,4,444.9,at_risk
12789,512,2,181.5,hibernating
12790,410,1,266.92999999999995,about_to_sleep
12791,373,6,863.5100000000001,champions
12792,534,1,426.46999999999997,hibernating
12793,371,2,471.85,potential_loyalists
12796,628,1,381.0,hibernating
12797,365,2,552.08,potential_loyalists
12798,421,1,1533.8899999999999,about_to_sleep
12799,529,1,219.35000000000002,hibernating
12800,470,3,584.25,at_risk
12801,500,1,1071.8200000000002,hibernating
12802,442,6,1988.84,at_risk
12803,393,1,1092.8100000000002,promising
12804,465,2,327.02,hibernating
12805,381,4,1434.9499999999998,loyal_customers
12806,435,4,2878.96,loyal_customers
12807,383,1,330.35,promising
12808,368,3,422.45000000000005,potential_loyalists
12809,565,2,1266.63,hibernating
12810,534,2,534.99,hibernating
12811,378,2,519.05,potential_loyalists
12813,501,3,1687.8,at_risk
12817,399,2,524.94,potential_loyalists
12819,458,1,540.52,hibernating
12820,397,7,1747.18,loyal_customers
12821,611,1,128.08,hibernating
12823,394,13,4742.0,loyal_customers
12825,521,2,518.63,hibernating
12826,365,6,1481.0300000000002,champions
12829,550,1,92.30000000000001,hibernating
12831,463,2,236.06,hibernating
12835,427,41,6043.31,loyal_customers
12836,389,11,3972.76,loyal_customers
12837,569,1,554.3100000000001,hibernating
12838,373,9,2715.35,champions
12839,367,13,4480.3099999999995,champions
12840,437,3,1315.1999999999998,at_risk
12841,369,17,3518.33,champions
12842,404,2,799.0000000000002,about_to_sleep
12843,382,22,4886.15,loyal_customers
12844,442,2,322.64,hibernating
12846,682,1,15.58,hibernating
12847,387,1,765.36,promising
12848,675,1,208.0,hibernating
12849,381,4,2039.67,loyal_customers
12850,445,1,330.0,hibernating
12851,477,1,148.95,hibernating
12853,427,5,1950.4,loyal_customers
12854,561,4,1669.52,at_risk
12855,372,4,612.8400000000001,champions
12857,436,4,2581.6,at_risk
12858,383,1,177.92,promising
12859,458,1,575.0999999999999,hibernating
12860,693,1,55.47,hibernating
12861,619,1,68.25,hibernating
12862,425,2,1008.32,about_to_sleep
12863,379,5,2271.35,champions
12864,508,1,152.45,hibernating
12865,378,2,1755.24,potential_loyalists
12866,474,2,668.2299999999999,hibernating
12867,397,6,3876.4700000000003,loyal_customers
12868,373,3,640.0000000000001,potential_loyalists
12869,681,1,337.6700000000001,hibernating
12870,375,3,1676.9500000000003,potential_loyalists
12871,439,1,363.38,hibernating
12872,365,11,3085.52,champions
12873,397,2,1653.3000000000004,potential_loyalists
12874,385,2,948.42,potential_loyalists
12875,471,3,1013.76,at_risk
12876,394,2,1863.77,potential_loyalists
12877,401,8,1419.4,loyal_customers
12880,381,2,640.13,potential_loyalists
12887,383,1,222.4,promising
12889,381,4,385.46000000000004,loyal_customers
12890,387,1,336.79999999999995,promising
12891,458,8,509.5,cant_loose
12892,396,1,263.38,promising
12894,575,1,157.35,hibernating
12897,381,2,297.75,potential_loyalists
12898,463,2,310.96,hibernating
12899,413,1,366.4,about_to_sleep
12900,422,1,340.33000000000004,about_to_sleep
12903,428,1,833.5300000000001,about_to_sleep
12905,576,2,1018.42,hibernating
12907,395,2,508.90999999999997,potential_loyalists
12908,380,3,1026.0,potential_loyalists
12909,424,3,924.52,need_attention
12910,379,5,2721.48,champions
12911,551,1,1680.4699999999998,hibernating
12913,368,9,4217.230000000001,champions
12914,400,1,223.98,promising
12915,372,3,811.1000000000001,potential_loyalists
12916,442,3,1647.8699999999997,at_risk
12917,400,5,3765.2,loyal_customers
12918,626,1,10953.5,hibernating
12920,571,3,323.86,at_risk
12921,366,39,19333.949999999997,champions
12923,390,2,612.9,potential_loyalists
12924,393,8,1535.7,loyal_customers
12925,592,1,35.28,hibernating
12926,411,4,1548.46,loyal_customers
12927,394,1,197.31,promising
12928,378,7,2242.19,champions
12931,380,42,50291.38,loyal_customers
12932,539,8,1698.56,cant_loose
12933,380,5,1079.5000000000002,loyal_customers
12934,736,1,181.65,hibernating
12935,375,8,2083.16,champions
12937,463,5,1593.34,at_risk
12939,379,12,13683.0,champions
12941,724,1,377.49000000000007,hibernating
12942,365,1,258.75,new_customers
12943,558,2,496.5,hibernating
12945,656,1,437.16,hibernating
12946,436,1,324.45,hibernating
12947,373,1,304.03999999999996,new_customers
12948,730,2,252.48000000000002,hibernating
12949,382,14,11359.48,loyal_customers
12951,386,9,2149.65,loyal_customers
12953,522,1,498.96,hibernating
12954,638,1,162.45,hibernating
12956,684,3,413.82,at_risk
12957,541,5,4689.43,at_risk
12958,400,2,539.49,potential_loyalists
12959,484,1,150.95,hibernating
12960,413,4,1322.0700000000004,loyal_customers
12961,379,1,211.99,new_customers
12963,365,5,1744.96,champions
12964,437,1,132.23999999999998,hibernating
12967,371,2,2646.0199999999995,potential_loyalists
12969,602,1,122.45,hibernating
12970,380,6,1072.73,loyal_customers
12971,366,33,4782.880000000001,champions
12972,413,4,1161.2,loyal_customers
12973,413,1,385.55,about_to_sleep
12974,565,1,264.15,hibernating
12975,436,6,2100.09,at_risk
12976,378,7,2417.7800000000007,champions
12977,501,3,478.39,at_risk
12978,385,5,2502.8199999999997,loyal_customers
12979,729,1,517.7,hibernating
12980,386,12,8870.880000000001,loyal_customers
12982,394,7,2354.2700000000004,loyal_customers
12983,598,1,490.08000000000004,hibernating
12986,428,10,2729.84,loyal_customers
12987,420,3,753.51,need_attention
12989,424,18,6627.64,loyal_customers
12990,417,4,546.0,loyal_customers
12991,389,1,261.05999999999995,promising
12992,725,1,93.35000000000001,hibernating
12993,445,4,844.87,at_risk
12996,375,1,355.5,new_customers
12997,394,4,884.02,loyal_customers
12998,492,3,920.0799999999999,at_risk
13000,725,1,497.6500000000001,hibernating
13001,404,20,14353.279999999999,loyal_customers
13002,416,2,293.18,about_to_sleep
13004,386,18,5994.9400000000005,loyal_customers
13005,431,2,485.98,about_to_sleep
13007,579,1,175.25,hibernating
13008,397,2,382.66,potential_loyalists
13009,672,1,234.0,hibernating
13010,374,2,330.12,potential_loyalists
13011,372,1,50.550000000000004,new_customers
13012,429,3,1310.99,need_attention
13013,371,18,7814.83,champions
13014,432,1,1914.8,about_to_sleep
13015,438,6,3240.14,at_risk
13018,413,7,2485.46,loyal_customers
13019,379,6,1229.95,champions
13020,562,2,618.96,hibernating
13021,374,8,2270.8599999999997,champions
13022,429,1,65.3,about_to_sleep
13023,528,1,759.1300000000001,hibernating
13024,470,2,555.8699999999999,hibernating
13025,731,1,323.39,hibernating
13026,488,4,757.7200000000001,at_risk
13027,385,13,10423.199999999999,loyal_customers
13029,374,2,679.8,potential_loyalists
13030,368,1,427.7399999999999,new_customers
13031,407,5,3419.27,loyal_customers
13032,392,7,1833.37,loyal_customers
13033,429,1,30.0,about_to_sleep
13034,369,2,279.90999999999997,potential_loyalists
13035,431,1,442.32,about_to_sleep
13036,684,1,307.1,hibernating
13037,399,9,3033.88,loyal_customers
13039,584,4,1010.7300000000001,at_risk
13041,450,4,799.1300000000001,at_risk
13042,598,3,1556.54,at_risk
13044,492,10,4293.43,cant_loose
13045,401,2,503.64,about_to_sleep
13046,456,1,319.94000000000005,hibernating
13047,373,17,5557.620000000001,champions
13048,436,5,2248.3,at_risk
13049,389,2,751.5600000000001,potential_loyalists
13050,366,19,6507.67,champions
13051,578,2,155.8,hibernating
13052,420,6,2820.38,loyal_customers
13053,621,1,127.65,hibernating
13055,429,1,1106.7,about_to_sleep
13056,551,1,209.47999999999996,hibernating
13057,530,3,722.0899999999999,at_risk
13059,413,9,2119.7700000000004,loyal_customers
13063,480,1,188.39999999999998,hibernating
13064,550,2,561.25,hibernating
13065,373,5,1055.0500000000002,champions
13067,409,2,393.05,about_to_sleep
13069,369,16,5247.01,champions
13070,459,3,522.9,at_risk
13071,612,1,129.22,hibernating
13073,411,2,418.08000000000004,about_to_sleep
13074,511,4,1378.74,at_risk
13076,457,1,135.4,hibernating
13077,366,8,2335.3999999999996,champions
13078,366,32,16904.51,champions
13079,417,1,199.07999999999998,about_to_sleep
13080,401,3,222.65,need_attention
13081,371,19,30867.77,champions
13082,424,12,3722.12,loyal_customers
13083,425,1,91.67999999999999,about_to_sleep
13084,491,1,122.39999999999999,hibernating
13085,679,6,2017.2,at_risk
13086,382,1,439.33,promising
13087,726,1,313.64,hibernating
13088,417,1,236.10999999999999,about_to_sleep
13089,368,109,57912.03,champions
13090,365,13,5192.27,champions
13091,729,2,1976.0000000000002,hibernating
13092,414,7,1662.45,loyal_customers
13093,373,48,47111.18,champions
13094,368,2,505.80000000000007,potential_loyalists
13096,394,1,419.70000000000005,promising
13097,388,18,7378.8,loyal_customers
13101,498,3,594.21,at_risk
13102,365,14,5272.83,champions
13103,437,2,465.7,hibernating
13104,415,3,610.6199999999999,need_attention
13105,436,1,72.0,hibernating
13106,413,1,526.96,about_to_sleep
13107,413,5,3721.45,loyal_customers
13108,372,2,748.4599999999999,potential_loyalists
13109,551,1,347.49000000000007,hibernating
13110,437,5,1468.8,at_risk
13111,718,1,321.88000000000005,hibernating
13112,541,1,20.6,hibernating
13113,366,14,6379.7699999999995,champions
13114,730,1,234.38,hibernating
13115,379,6,3199.92,champions
13117,365,12,1658.9,champions
13118,376,4,1217.6,champions
13119,668,1,134.9,hibernating
13123,472,2,506.74999999999994,hibernating
13124,385,1,916.1199999999999,promising
13125,523,1,158.57,hibernating
13126,366,7,1898.6099999999997,champions
13128,631,1,263.5,hibernating
13129,452,2,233.25,hibernating
13131,418,4,2240.47,loyal_customers
13133,459,1,90.65,hibernating
13134,402,2,681.65,about_to_sleep
13135,491,1,275.45,hibernating
13136,375,8,3666.95,champions
13137,386,8,4062.29,loyal_customers
13138,372,2,504.85,potential_loyalists
13139,437,1,3138.04,hibernating
13140,366,3,791.9599999999999,potential_loyalists
13141,385,12,5279.83,loyal_customers
13143,584,1,405.1,hibernating
13144,431,1,24.4,about_to_sleep
13145,372,4,805.0,champions
13148,389,14,4914.6900000000005,loyal_customers
13150,484,3,449.96999999999997,at_risk
13151,625,2,1322.8700000000001,hibernating
13152,417,7,2146.38,loyal_customers
13154,399,3,1624.8400000000001,potential_loyalists
13155,368,3,778.4200000000002,potential_loyalists
13156,385,3,1586.54,potential_loyalists
13157,409,5,3946.1399999999994,loyal_customers
13158,388,1,307.12,promising
13161,500,1,366.13,hibernating
13162,380,12,7587.200000000001,loyal_customers
13163,610,1,17.65,hibernating
13164,569,2,372.2,hibernating
13165,413,1,429.68,about_to_sleep
13166,414,1,466.98,about_to_sleep
13167,390,1,333.82,promising
13168,542,1,556.1200000000001,hibernating
13169,562,1,127.20000000000002,hibernating
13172,400,1,69.6,promising
13173,367,10,2285.7,champions
13174,369,10,6677.81,champions
13175,582,2,831.45,hibernating
13177,430,1,229.75,about_to_sleep
13178,397,10,8333.720000000001,loyal_customers
13179,618,1,572.31,hibernating
13180,607,1,86.10000000000001,hibernating
13181,381,1,359.69,promising
13183,394,6,3078.3999999999996,loyal_customers
13187,624,3,130.98999999999998,at_risk
13190,544,3,570.66,at_risk
13191,658,1,164.69000000000003,hibernating
13192,535,4,1646.64,at_risk
13194,421,1,412.08,about_to_sleep
13195,414,1,172.38,about_to_sleep
13196,443,3,1271.06,at_risk
13197,609,1,373.01000000000005,hibernating
13198,387,2,1572.99,potential_loyalists
13199,366,30,6615.77,champions
13201,502,4,1240.6100000000001,at_risk
13202,394,7,1580.3000000000002,loyal_customers
13203,386,6,1778.79,loyal_customers
13204,731,1,966.6599999999999,hibernating
13205,443,1,2803.2,hibernating
13206,400,13,8377.32,loyal_customers
13207,451,2,285.6,hibernating
13208,449,3,764.5999999999999,at_risk
13209,514,5,2617.9,at_risk
13211,381,7,1531.9,loyal_customers
13213,383,6,2330.94,loyal_customers
13214,417,7,3264.23,loyal_customers
13215,402,1,81.6,about_to_sleep
13217,655,1,132.5,hibernating
13219,618,1,76.23,hibernating
13220,575,1,516.8000000000001,hibernating
13222,577,1,88.5,hibernating
13223,423,4,805.9200000000001,loyal_customers
13225,421,9,9796.230000000001,loyal_customers
13226,393,1,204.25,promising
13230,365,17,3553.8100000000004,champions
13233,420,2,571.34,about_to_sleep
13234,672,2,356.94999999999993,hibernating
13237,387,1,643.0,promising
13238,430,2,305.9,about_to_sleep
13239,437,4,1265.13,at_risk
13240,365,5,1074.87,champions
13241,411,1,115.58,about_to_sleep
13242,451,4,429.0,at_risk
13243,449,4,677.97,at_risk
13245,432,1,558.7199999999999,about_to_sleep
13246,393,5,1400.13,loyal_customers
13249,401,6,897.52,loyal_customers
13250,460,2,256.03999999999996,hibernating
13251,402,1,252.68,about_to_sleep
13252,394,2,399.3,potential_loyalists
13253,430,2,1920.7099999999998,about_to_sleep
13254,376,1,51.410000000000004,new_customers
13255,373,2,504.95,potential_loyalists
13257,436,1,149.75,hibernating
13258,379,2,336.59999999999997,potential_loyalists
13259,397,8,1141.0600000000002,loyal_customers
13262,389,2,373.15999999999997,potential_loyalists
13263,393,4,1250.6200000000003,loyal_customers
13264,442,1,722.56,hibernating
13266,413,7,2300.78,loyal_customers
13267,366,18,5236.77,champions
13269,369,14,3545.4700000000003,champions
13270,366,1,590.0,new_customers
13274,409,1,360.8500000000001,about_to_sleep
13275,383,2,241.66,potential_loyalists
13276,397,3,1348.33,potential_loyalists
13277,380,3,264.9,potential_loyalists
13278,399,3,893.1200000000001,potential_loyalists
13280,379,4,1507.7700000000002,champions
13281,439,1,350.85,hibernating
13282,406,1,181.05,about_to_sleep
13283,567,2,279.70000000000005,hibernating
13285,600,2,655.47,hibernating
13286,600,1,734.91,hibernating
13287,603,3,781.59,at_risk
13288,443,5,927.6099999999999,at_risk
13289,723,1,307.95000000000005,hibernating
13290,438,1,208.63,hibernating
13291,414,10,2959.73,loyal_customers
13292,415,3,415.56999999999994,need_attention
13293,392,6,1192.94,loyal_customers
13294,646,1,815.79,hibernating
13295,376,3,900.77,potential_loyalists
13296,423,5,705.1099999999999,loyal_customers
13297,385,3,2278.77,potential_loyalists
13299,423,2,1076.1999999999998,about_to_sleep
13300,388,2,913.6200000000001,potential_loyalists
13302,526,1,95.45,hibernating
13303,400,1,61.72,promising
13304,455,3,917.57,at_risk
13305,372,7,1753.8500000000001,champions
13306,430,1,53.65,about_to_sleep
13307,487,2,258.34,hibernating
13308,596,1,284.86,hibernating
13309,392,1,249.57999999999998,promising
13310,380,2,409.16999999999996,potential_loyalists
13312,451,1,124.75,hibernating
13313,479,7,1890.0,cant_loose
13315,689,1,310.26,hibernating
13316,392,6,7213.840000000001,loyal_customers
13317,385,13,4212.411,loyal_customers
13319,365,34,11236.95,champions
13320,434,2,679.4,about_to_sleep
13324,428,8,3391.5199999999995,loyal_customers
13326,432,1,281.76,about_to_sleep
13327,365,14,6251.71,champions
13329,366,7,4323.97,champions
13330,455,3,1665.25,at_risk
13331,401,1,262.4,about_to_sleep
13333,411,3,1015.7399999999999,need_attention
13334,536,2,2726.9300000000003,hibernating
13337,546,1,1575.2599999999998,hibernating
13338,541,3,1958.6000000000001,at_risk
13340,417,5,11364.080000000002,loyal_customers
13346,462,6,299.40000000000003,at_risk
13357,494,4,3228.4100000000003,at_risk
13359,403,1,603.75,about_to_sleep
13360,431,4,1553.65,loyal_customers
13361,472,2,1450.5,hibernating
13362,378,3,2303.33,potential_loyalists
13363,409,1,731.3599999999999,about_to_sleep
13367,431,1,510.2,about_to_sleep
13368,414,2,498.1,about_to_sleep
13369,365,1,308.28,new_customers
13370,371,1,754.8700000000001,new_customers
13371,505,2,2297.6600000000003,hibernating
13373,415,3,4274.9400000000005,need_attention
13374,414,2,422.80000000000007,about_to_sleep
13375,444,1,1013.58,hibernating
13377,396,2,1552.8799999999999,potential_loyalists
13380,432,1,62.4,about_to_sleep
13381,379,6,4585.0599999999995,champions
13382,428,4,1164.5900000000001,loyal_customers
13383,543,1,305.28000000000003,hibernating
13384,390,4,2528.8999999999996,loyal_customers
13386,414,2,835.46,about_to_sleep
13387,417,1,189.44,about_to_sleep
13388,603,1,508.55000000000007,hibernating
13392,677,1,91.14,hibernating
13393,583,4,1131.45,at_risk
13394,379,11,4101.68,champions
13395,400,2,872.51,potential_loyalists
13397,437,5,1647.7399999999998,at_risk
13398,448,1,213.00000000000003,hibernating
13399,464,3,275.4,at_risk
13400,582,1,310.83000000000004,hibernating
13402,372,3,913.9000000000001,potential_loyalists
13403,387,2,154.5,potential_loyalists
13405,481,3,641.36,at_risk
13406,427,2,568.9200000000001,about_to_sleep
13407,578,3,2244.7,at_risk
13408,371,46,23616.422,champions
13410,393,4,1198.9,loyal_customers
13412,620,1,487.34999999999997,hibernating
13413,639,6,429.44,at_risk
13414,463,3,1103.6399999999999,at_risk
13415,472,4,800.6700000000001,at_risk
13416,736,1,228.3,hibernating
13417,547,4,1028.66,at_risk
13418,372,15,6106.17,champions
13421,406,6,2252.04,loyal_customers
13423,428,1,217.02999999999997,about_to_sleep
13424,449,1,572.77,hibernating
13425,508,2,1779.42,hibernating
13426,382,12,4526.0599999999995,loyal_customers
13427,477,3,423.92999999999995,at_risk
13428,514,2,281.51000000000005,hibernating
13431,406,6,2047.14,loyal_customers
13432,571,2,439.09999999999997,hibernating
13433,501,4,658.3199999999999,at_risk
13434,385,3,1132.6200000000001,potential_loyalists
13435,376,2,665.3400000000001,potential_loyalists
13438,547,1,46.5,hibernating
13439,388,2,702.8999999999999,potential_loyalists
13440,423,7,1295.2500000000002,loyal_customers
