Customer ID,RFM_Score,Segment
12530.0,34,loyal_customers
12531.0,41,promising
12532.0,41,promising
12534.0,21,hibernating
12535.0,22,hibernating
12536.0,33,need_attention
12538.0,41,promising
12539.0,44,loyal_customers
12540.0,45,loyal_customers
12541.0,43,potential_loyalists
12544.0,31,about_to_sleep
12545.0,22,hibernating
12546.0,32,about_to_sleep
12547.0,12,hibernating
12548.0,21,hibernating
12550.0,21,hibernating
12551.0,11,hibernating
12552.0,32,about_to_sleep
12553.0,55,champions
12556.0,32,about_to_sleep
12557.0,44,loyal_customers
12558.0,51,new_customers
12559.0,12,hibernating
12560.0,53,potential_loyalists
12561.0,11,hibernating
12562.0,55,champions
12564.0,11,hibernating
12565.0,11,hibernating
12566.0,21,hibernating
12567.0,45,loyal_customers
12569.0,55,champions
12571.0,32,about_to_sleep
12572.0,52,potential_loyalists
12573.0,11,hibernating
12574.0,11,hibernating
12576.0,34,loyal_customers
12577.0,33,need_attention
12578.0,42,potential_loyalists
12579.0,21,hibernating
12580.0,11,hibernating
12581.0,31,about_to_sleep
12582.0,12,hibernating
12583.0,55,champions
12584.0,55,champions
12585.0,12,hibernating
12586.0,41,promising
12587.0,51,new_customers
12588.0,31,about_to_sleep
12589.0,42,potential_loyalists
12590.0,12,hibernating
12591.0,11,hibernating
12592.0,22,hibernating
12593.0,23,at_Risk
12594.0,35,loyal_customers
12596.0,32,about_to_sleep
12597.0,44,loyal_customers
12598.0,55,champions
12599.0,45,loyal_customers
12600.0,45,loyal_customers
12601.0,14,at_Risk
12602.0,31,about_to_sleep
12603.0,41,promising
12604.0,22,hibernating
12607.0,31,about_to_sleep
12609.0,23,at_Risk
12610.0,44,loyal_customers
12611.0,31,about_to_sleep
12612.0,21,hibernating
12613.0,34,loyal_customers
12614.0,11,hibernating
12615.0,54,champions
12616.0,22,hibernating
12617.0,41,promising
12618.0,41,promising
12619.0,45,loyal_customers
12620.0,43,potential_loyalists
12621.0,55,champions
12622.0,11,hibernating
12623.0,11,hibernating
12624.0,22,hibernating
12625.0,12,hibernating
12626.0,45,loyal_customers
12627.0,55,champions
12628.0,53,potential_loyalists
12630.0,52,potential_loyalists
12631.0,31,about_to_sleep
12633.0,34,loyal_customers
12635.0,22,hibernating
12637.0,35,loyal_customers
12638.0,31,about_to_sleep
12639.0,11,hibernating
12640.0,43,potential_loyalists
12641.0,21,hibernating
12642.0,43,potential_loyalists
12643.0,25,cant_loose
12644.0,21,hibernating
12645.0,34,loyal_customers
12646.0,52,potential_loyalists
12647.0,45,loyal_customers
12648.0,21,hibernating
12649.0,23,at_Risk
12650.0,51,new_customers
12651.0,11,hibernating
12652.0,11,hibernating
12653.0,22,hibernating
12654.0,54,champions
12656.0,44,loyal_customers
12657.0,54,champions
12658.0,41,promising
12659.0,41,promising
12660.0,51,new_customers
12662.0,55,champions
12664.0,55,champions
12665.0,11,hibernating
12667.0,31,about_to_sleep
12668.0,54,champions
12669.0,23,at_Risk
12670.0,54,champions
12672.0,11,hibernating
12673.0,52,potential_loyalists
12674.0,34,loyal_customers
12676.0,45,loyal_customers
12678.0,35,loyal_customers
12679.0,34,loyal_customers
12680.0,54,champions
12681.0,45,loyal_customers
12682.0,55,champions
12683.0,55,champions
12684.0,55,champions
12685.0,45,loyal_customers
12686.0,11,hibernating
12688.0,21,hibernating
12689.0,42,potential_loyalists
12690.0,11,hibernating
12691.0,45,loyal_customers
12693.0,24,at_Risk
12694.0,32,about_to_sleep
12695.0,54,champions
12697.0,43,potential_loyalists
12700.0,54,champions
12701.0,22,hibernating
12702.0,41,promising
12703.0,31,about_to_sleep
12704.0,55,champions
12705.0,45,loyal_customers
12707.0,11,hibernating
12708.0,45,loyal_customers
12709.0,45,loyal_customers
12710.0,23,at_Risk
12712.0,45,loyal_customers
12713.0,51,new_customers
12714.0,54,champions
12715.0,21,hibernating
12716.0,52,potential_loyalists
12717.0,22,hibernating
12718.0,31,about_to_sleep
12719.0,52,potential_loyalists
12720.0,55,champions
12721.0,45,loyal_customers
12722.0,24,at_Risk
12723.0,54,champions
12724.0,54,champions
12725.0,11,hibernating
12726.0,45,loyal_customers
12727.0,55,champions
12728.0,34,loyal_customers
12729.0,21,hibernating
12731.0,45,loyal_customers
12732.0,21,hibernating
12733.0,11,hibernating
12734.0,11,hibernating
12735.0,12,hibernating
12736.0,11,hibernating
12738.0,11,hibernating
12739.0,22,hibernating
12740.0,31,about_to_sleep
12743.0,22,hibernating
12744.0,35,loyal_customers
12747.0,55,champions
12748.0,55,champions
12749.0,54,champions
12750.0,21,hibernating
12752.0,21,hibernating
12753.0,45,loyal_customers
12754.0,13,at_Risk
12755.0,12,hibernating
12756.0,21,hibernating
12757.0,45,loyal_customers
12758.0,22,hibernating
12759.0,33,need_attention
12762.0,52,potential_loyalists
12763.0,22,hibernating
12764.0,11,hibernating
12766.0,55,champions
12769.0,11,hibernating
12770.0,11,hibernating
12772.0,31,about_to_sleep
12775.0,44,loyal_customers
12778.0,45,loyal_customers
12779.0,35,loyal_customers
12781.0,32,about_to_sleep
12782.0,54,champions
12783.0,55,champions
12784.0,52,potential_loyalists
12785.0,11,hibernating
12787.0,53,potential_loyalists
12789.0,31,about_to_sleep
12790.0,11,hibernating
12791.0,11,hibernating
12792.0,11,hibernating
12793.0,12,hibernating
12794.0,32,about_to_sleep
12795.0,41,promising
12797.0,11,hibernating
12798.0,53,potential_loyalists
12802.0,11,hibernating
12808.0,33,need_attention
12809.0,21,hibernating
12811.0,13,at_Risk
12812.0,31,about_to_sleep
12814.0,21,hibernating
12815.0,22,hibernating
12816.0,22,hibernating
12817.0,11,hibernating
12818.0,11,hibernating
12820.0,54,champions
12821.0,11,hibernating
12822.0,32,about_to_sleep
12823.0,24,at_Risk
12824.0,31,about_to_sleep
12826.0,55,champions
12827.0,53,potential_loyalists
12828.0,55,champions
12829.0,12,hibernating
12830.0,35,loyal_customers
12831.0,11,hibernating
12832.0,42,potential_loyalists
12833.0,21,hibernating
12834.0,11,hibernating
12836.0,34,loyal_customers
12837.0,21,hibernating
12838.0,32,about_to_sleep
12839.0,55,champions
12840.0,24,at_Risk
12841.0,55,champions
12842.0,32,about_to_sleep
12843.0,35,loyal_customers
12844.0,42,potential_loyalists
12845.0,14,at_Risk
12847.0,41,promising
12849.0,42,potential_loyalists
12851.0,21,hibernating
12852.0,11,hibernating
12853.0,25,cant_loose
12854.0,23,at_Risk
12855.0,11,hibernating
12856.0,55,champions
12857.0,12,hibernating
12863.0,31,about_to_sleep
12864.0,21,hibernating
12865.0,42,potential_loyalists
12866.0,11,hibernating
12867.0,45,loyal_customers
12868.0,15,cant_loose
12871.0,22,hibernating
12872.0,12,hibernating
12873.0,11,hibernating
12875.0,22,hibernating
12876.0,32,about_to_sleep
12877.0,55,champions
12878.0,12,hibernating
12879.0,33,need_attention
12881.0,11,hibernating
12882.0,52,potential_loyalists
12883.0,44,loyal_customers
12884.0,21,hibernating
12885.0,33,need_attention
12886.0,32,about_to_sleep
12888.0,12,hibernating
12890.0,41,promising
12891.0,13,at_Risk
12893.0,41,promising
12895.0,32,about_to_sleep
12897.0,12,hibernating
12901.0,55,champions
12902.0,11,hibernating
12904.0,42,potential_loyalists
12906.0,54,champions
12908.0,22,hibernating
12909.0,34,loyal_customers
12910.0,45,loyal_customers
12912.0,54,champions
12913.0,54,champions
12915.0,22,hibernating
12916.0,24,at_Risk
12917.0,21,hibernating
12919.0,55,champions
12920.0,41,promising
12921.0,55,champions
12922.0,21,hibernating
12923.0,31,about_to_sleep
12924.0,24,at_Risk
12925.0,52,potential_loyalists
12928.0,34,loyal_customers
12929.0,11,hibernating
12930.0,22,hibernating
12931.0,45,loyal_customers
12933.0,43,potential_loyalists
12935.0,55,champions
12936.0,44,loyal_customers
12937.0,44,loyal_customers
12938.0,41,promising
12939.0,35,loyal_customers
12940.0,32,about_to_sleep
12942.0,23,at_Risk
12944.0,32,about_to_sleep
12945.0,11,hibernating
12947.0,25,cant_loose
12948.0,45,loyal_customers
12949.0,45,loyal_customers
12950.0,53,potential_loyalists
12951.0,55,champions
12952.0,54,champions
12953.0,51,new_customers
12955.0,55,champions
12956.0,11,hibernating
12957.0,55,champions
12962.0,52,potential_loyalists
12963.0,55,champions
12965.0,21,hibernating
12966.0,51,new_customers
12967.0,12,hibernating
12968.0,21,hibernating
12970.0,54,champions
12971.0,55,champions
12974.0,11,hibernating
12976.0,11,hibernating
12977.0,21,hibernating
12980.0,25,cant_loose
12981.0,42,potential_loyalists
12982.0,11,hibernating
12984.0,41,promising
12985.0,52,potential_loyalists
12987.0,22,hibernating
12988.0,11,hibernating
12989.0,55,champions
12990.0,43,potential_loyalists
12991.0,42,potential_loyalists
12993.0,44,loyal_customers
12994.0,53,potential_loyalists
12995.0,21,hibernating
12997.0,44,loyal_customers
12999.0,13,at_Risk
13000.0,23,at_Risk
13001.0,55,champions
13002.0,11,hibernating
13003.0,23,at_Risk
13004.0,55,champions
13005.0,22,hibernating
13006.0,31,about_to_sleep
13008.0,11,hibernating
13011.0,11,hibernating
13012.0,55,champions
13013.0,55,champions
13014.0,55,champions
13015.0,34,loyal_customers
13016.0,23,at_Risk
13017.0,51,new_customers
13018.0,45,loyal_customers
13021.0,55,champions
13023.0,32,about_to_sleep
13026.0,54,champions
13027.0,25,cant_loose
13028.0,42,potential_loyalists
13029.0,43,potential_loyalists
13030.0,52,potential_loyalists
13032.0,32,about_to_sleep
13033.0,11,hibernating
13034.0,32,about_to_sleep
13035.0,22,hibernating
13037.0,23,at_Risk
13038.0,23,at_Risk
13040.0,52,potential_loyalists
13043.0,11,hibernating
13044.0,11,hibernating
13045.0,21,hibernating
13046.0,42,potential_loyalists
13047.0,45,loyal_customers
13048.0,44,loyal_customers
13049.0,32,about_to_sleep
13050.0,45,loyal_customers
13052.0,11,hibernating
13055.0,23,at_Risk
13058.0,43,potential_loyalists
13059.0,11,hibernating
13060.0,11,hibernating
13061.0,21,hibernating
13062.0,11,hibernating
13064.0,54,champions
13065.0,11,hibernating
13066.0,42,potential_loyalists
13067.0,21,hibernating
13068.0,52,potential_loyalists
13069.0,55,champions
13070.0,11,hibernating
13072.0,11,hibernating
13075.0,21,hibernating
13077.0,54,champions
13078.0,55,champions
13079.0,54,champions
13080.0,21,hibernating
13081.0,55,champions
13082.0,25,cant_loose
13083.0,52,potential_loyalists
13085.0,22,hibernating
13089.0,55,champions
13090.0,55,champions
13091.0,41,promising
13092.0,34,loyal_customers
13093.0,15,cant_loose
13094.0,45,loyal_customers
13095.0,31,about_to_sleep
13097.0,45,loyal_customers
13098.0,55,champions
13099.0,21,hibernating
13101.0,11,hibernating
13102.0,55,champions
13103.0,31,about_to_sleep
13104.0,55,champions
13106.0,21,hibernating
13107.0,34,loyal_customers
13108.0,11,hibernating
13109.0,32,about_to_sleep
13110.0,45,loyal_customers
13113.0,55,champions
13115.0,54,champions
13116.0,21,hibernating
13117.0,45,loyal_customers
13118.0,44,loyal_customers
13120.0,11,hibernating
13121.0,11,hibernating
13122.0,22,hibernating
13124.0,23,at_Risk
13126.0,55,champions
13127.0,21,hibernating
13130.0,21,hibernating
13131.0,43,potential_loyalists
13132.0,11,hibernating
13133.0,12,hibernating
13134.0,24,at_Risk
13135.0,11,hibernating
13136.0,34,loyal_customers
13137.0,55,champions
13138.0,45,loyal_customers
13139.0,45,loyal_customers
13140.0,23,at_Risk
13141.0,24,at_Risk
13142.0,41,promising
13144.0,11,hibernating
13145.0,34,loyal_customers
13146.0,41,promising
13147.0,54,champions
13148.0,45,loyal_customers
13149.0,44,loyal_customers
13151.0,11,hibernating
13153.0,51,new_customers
13155.0,34,loyal_customers
13157.0,34,loyal_customers
13158.0,24,at_Risk
13159.0,54,champions
13160.0,41,promising
13161.0,11,hibernating
13162.0,24,at_Risk
13165.0,32,about_to_sleep
13166.0,11,hibernating
13167.0,44,loyal_customers
13168.0,34,loyal_customers
13169.0,32,about_to_sleep
13170.0,41,promising
13171.0,43,potential_loyalists
13173.0,52,potential_loyalists
13174.0,43,potential_loyalists
13176.0,31,about_to_sleep
13177.0,31,about_to_sleep
13178.0,45,loyal_customers
13182.0,31,about_to_sleep
13183.0,55,champions
13184.0,45,loyal_customers
13185.0,11,hibernating
13186.0,33,need_attention
13187.0,11,hibernating
13188.0,51,new_customers
13189.0,42,potential_loyalists
13192.0,22,hibernating
13193.0,31,about_to_sleep
13194.0,21,hibernating
13196.0,54,champions
13198.0,55,champions
13199.0,55,champions
13200.0,44,loyal_customers
13203.0,54,champions
13207.0,42,potential_loyalists
13208.0,35,loyal_customers
13209.0,45,loyal_customers
13210.0,21,hibernating
13211.0,53,potential_loyalists
13212.0,43,potential_loyalists
13213.0,34,loyal_customers
13216.0,11,hibernating
13217.0,23,at_Risk
13218.0,21,hibernating
13220.0,24,at_Risk
13221.0,12,hibernating
13223.0,12,hibernating
13224.0,32,about_to_sleep
13225.0,55,champions
13226.0,11,hibernating
13227.0,11,hibernating
13228.0,21,hibernating
13229.0,11,hibernating
13230.0,55,champions
13232.0,55,champions
13233.0,22,hibernating
13235.0,11,hibernating
13236.0,42,potential_loyalists
13238.0,44,loyal_customers
13239.0,11,hibernating
13240.0,24,at_Risk
13242.0,23,at_Risk
13243.0,11,hibernating
13244.0,21,hibernating
13245.0,31,about_to_sleep
13246.0,45,loyal_customers
13247.0,44,loyal_customers
13248.0,22,hibernating
13249.0,23,at_Risk
13253.0,22,hibernating
13255.0,52,potential_loyalists
13256.0,41,promising
13258.0,53,potential_loyalists
13259.0,31,about_to_sleep
13260.0,31,about_to_sleep
13261.0,12,hibernating
13262.0,11,hibernating
13263.0,55,champions
13265.0,34,loyal_customers
13266.0,55,champions
13267.0,55,champions
13268.0,45,loyal_customers
13269.0,55,champions
13270.0,11,hibernating
13271.0,31,about_to_sleep
13272.0,42,potential_loyalists
13273.0,21,hibernating
13276.0,32,about_to_sleep
13277.0,44,loyal_customers
13278.0,31,about_to_sleep
13279.0,21,hibernating
13280.0,23,at_Risk
13282.0,43,potential_loyalists
13283.0,32,about_to_sleep
13284.0,11,hibernating
13285.0,44,loyal_customers
13291.0,21,hibernating
13292.0,32,about_to_sleep
13294.0,12,hibernating
13295.0,11,hibernating
13296.0,21,hibernating
13297.0,54,champions
13298.0,51,new_customers
13299.0,11,hibernating
13300.0,21,hibernating
13301.0,24,at_Risk
13302.0,21,hibernating
13304.0,11,hibernating
13305.0,55,champions
13307.0,21,hibernating
13308.0,43,potential_loyalists
13309.0,54,champions
13310.0,43,potential_loyalists
13311.0,52,potential_loyalists
13313.0,44,loyal_customers
13314.0,53,potential_loyalists
13316.0,34,loyal_customers
13317.0,35,loyal_customers
13318.0,53,potential_loyalists
13319.0,55,champions
13320.0,24,at_Risk
13321.0,22,hibernating
13322.0,41,promising
13323.0,54,champions
13324.0,35,loyal_customers
13325.0,21,hibernating
13327.0,35,loyal_customers
13328.0,11,hibernating
13329.0,42,potential_loyalists
13330.0,23,at_Risk
13332.0,41,promising
13334.0,23,at_Risk
13336.0,21,hibernating
13338.0,21,hibernating
13339.0,11,hibernating
13340.0,35,loyal_customers
13341.0,11,hibernating
13343.0,21,hibernating
13344.0,33,need_attention
13345.0,11,hibernating
13347.0,31,about_to_sleep
13348.0,31,about_to_sleep
13349.0,51,new_customers
13350.0,42,potential_loyalists
13351.0,31,about_to_sleep
13352.0,31,about_to_sleep
13354.0,31,about_to_sleep
13355.0,21,hibernating
13356.0,21,hibernating
13357.0,11,hibernating
13358.0,11,hibernating
13359.0,31,about_to_sleep
13362.0,54,champions
13363.0,42,potential_loyalists
13364.0,31,about_to_sleep
13365.0,32,about_to_sleep
13366.0,31,about_to_sleep
13368.0,12,hibernating
13369.0,11,hibernating
13370.0,11,hibernating
13372.0,21,hibernating
13373.0,33,need_attention
13375.0,21,hibernating
13376.0,23,at_Risk
13379.0,43,potential_loyalists
13381.0,45,loyal_customers
13382.0,11,hibernating
13384.0,45,loyal_customers
13385.0,11,hibernating
13388.0,22,hibernating
13389.0,53,potential_loyalists
13390.0,21,hibernating
13391.0,11,hibernating
13394.0,55,champions
13395.0,11,hibernating
13396.0,42,potential_loyalists
13397.0,24,at_Risk
13398.0,11,hibernating
13402.0,22,hibernating
13403.0,41,promising
13404.0,52,potential_loyalists
13405.0,23,at_Risk
13408.0,55,champions
13410.0,44,loyal_customers
13411.0,21,hibernating
13414.0,23,at_Risk
13416.0,32,about_to_sleep
13417.0,52,potential_loyalists
13418.0,55,champions
13419.0,31,about_to_sleep
13420.0,22,hibernating
13421.0,32,about_to_sleep
13422.0,31,about_to_sleep
13425.0,23,at_Risk
13426.0,55,champions
13427.0,43,potential_loyalists
13428.0,51,new_customers
13429.0,54,champions
13430.0,42,potential_loyalists
13431.0,32,about_to_sleep
13434.0,22,hibernating
13435.0,55,champions
13436.0,51,new_customers
13437.0,45,loyal_customers
13439.0,11,hibernating
13441.0,21,hibernating
13447.0,43,potential_loyalists
13448.0,45,loyal_customers
13449.0,41,promising
13450.0,45,loyal_customers
13451.0,44,loyal_customers
13452.0,12,hibernating
13453.0,22,hibernating
13455.0,42,potential_loyalists
13456.0,45,loyal_customers
13458.0,55,champions
13460.0,42,potential_loyalists
13461.0,33,need_attention
13462.0,11,hibernating
13464.0,31,about_to_sleep
13466.0,11,hibernating
13467.0,52,potential_loyalists
13468.0,55,champions
13470.0,22,hibernating
13471.0,54,champions
13473.0,32,about_to_sleep
13474.0,11,hibernating
13475.0,14,at_Risk
13476.0,22,hibernating
13477.0,35,loyal_customers
13479.0,12,hibernating
13481.0,34,loyal_customers
13482.0,11,hibernating
13483.0,31,about_to_sleep
13484.0,11,hibernating
13485.0,11,hibernating
13486.0,23,at_Risk
13487.0,33,need_attention
13488.0,45,loyal_customers
13489.0,24,at_Risk
13491.0,35,loyal_customers
13492.0,23,at_Risk
13493.0,12,hibernating
13494.0,11,hibernating
13495.0,54,champions
13496.0,52,potential_loyalists
13497.0,12,hibernating
13499.0,44,loyal_customers
13500.0,43,potential_loyalists
13501.0,11,hibernating
13502.0,43,potential_loyalists
13503.0,31,about_to_sleep
13504.0,31,about_to_sleep
13505.0,24,at_Risk
13506.0,12,hibernating
13507.0,54,champions
13508.0,11,hibernating
13509.0,55,champions
13510.0,54,champions
13512.0,11,hibernating
13513.0,21,hibernating
13514.0,21,hibernating
13515.0,24,at_Risk
13516.0,43,potential_loyalists
13517.0,33,need_attention
13518.0,21,hibernating
13519.0,21,hibernating
13520.0,35,loyal_customers
13521.0,53,potential_loyalists
13522.0,41,promising
13523.0,34,loyal_customers
13524.0,34,loyal_customers
13525.0,42,potential_loyalists
13527.0,35,loyal_customers
13529.0,22,hibernating
13531.0,12,hibernating
13532.0,31,about_to_sleep
13533.0,13,at_Risk
13534.0,55,champions
13536.0,55,champions
13538.0,35,loyal_customers
13539.0,23,at_Risk
13544.0,32,about_to_sleep
13546.0,53,potential_loyalists
13548.0,22,hibernating
13549.0,45,loyal_customers
13551.0,11,hibernating
13552.0,35,loyal_customers
13555.0,24,at_Risk
13557.0,42,potential_loyalists
13558.0,54,champions
13560.0,51,new_customers
13561.0,11,hibernating
13562.0,23,at_Risk
13563.0,22,hibernating
13564.0,23,at_Risk
13565.0,42,potential_loyalists
13566.0,32,about_to_sleep
13568.0,21,hibernating
13569.0,42,potential_loyalists
13570.0,11,hibernating
13571.0,55,champions
13572.0,11,hibernating
13573.0,32,about_to_sleep
13575.0,44,loyal_customers
13576.0,55,champions
13577.0,44,loyal_customers
13579.0,42,potential_loyalists
13581.0,11,hibernating
13583.0,21,hibernating
13584.0,11,hibernating
13587.0,31,about_to_sleep
13588.0,45,loyal_customers
13589.0,42,potential_loyalists
13590.0,55,champions
13591.0,33,need_attention
13592.0,34,loyal_customers
13593.0,24,at_Risk
13594.0,31,about_to_sleep
13596.0,52,potential_loyalists
13598.0,31,about_to_sleep
13599.0,55,champions
13600.0,11,hibernating
13601.0,32,about_to_sleep
13602.0,31,about_to_sleep
13603.0,41,promising
13606.0,43,potential_loyalists
13607.0,31,about_to_sleep
13610.0,55,champions
13611.0,23,at_Risk
13614.0,44,loyal_customers
13615.0,11,hibernating
13617.0,33,need_attention
13618.0,21,hibernating
13621.0,21,hibernating
13623.0,44,loyal_customers
13626.0,11,hibernating
13627.0,34,loyal_customers
13629.0,45,loyal_customers
13630.0,55,champions
13631.0,25,cant_loose
13632.0,44,loyal_customers
13634.0,34,loyal_customers
13635.0,31,about_to_sleep
13636.0,34,loyal_customers
13637.0,33,need_attention
13638.0,41,promising
13639.0,21,hibernating
13642.0,11,hibernating
13643.0,43,potential_loyalists
13644.0,44,loyal_customers
13645.0,21,hibernating
13647.0,54,champions
13649.0,12,hibernating
13650.0,45,loyal_customers
13651.0,32,about_to_sleep
13652.0,33,need_attention
13654.0,35,loyal_customers
13655.0,22,hibernating
13656.0,22,hibernating
13657.0,52,potential_loyalists
13658.0,54,champions
13659.0,12,hibernating
13662.0,23,at_Risk
13663.0,21,hibernating
13666.0,33,need_attention
13667.0,21,hibernating
13668.0,55,champions
13669.0,32,about_to_sleep
13670.0,21,hibernating
13672.0,12,hibernating
13673.0,42,potential_loyalists
13675.0,22,hibernating
13678.0,21,hibernating
13680.0,54,champions
13681.0,44,loyal_customers
13682.0,11,hibernating
13684.0,11,hibernating
13685.0,55,champions
13686.0,11,hibernating
13689.0,31,about_to_sleep
13690.0,31,about_to_sleep
13692.0,43,potential_loyalists
13694.0,55,champions
13695.0,45,loyal_customers
13697.0,31,about_to_sleep
13699.0,21,hibernating
13700.0,45,loyal_customers
13703.0,11,hibernating
13704.0,55,champions
13705.0,53,potential_loyalists
13706.0,11,hibernating
13707.0,12,hibernating
13708.0,11,hibernating
13709.0,55,champions
13710.0,41,promising
13711.0,12,hibernating
13712.0,11,hibernating
13715.0,14,at_Risk
13716.0,11,hibernating
13717.0,45,loyal_customers
13718.0,12,hibernating
13719.0,44,loyal_customers
13720.0,24,at_Risk
13721.0,31,about_to_sleep
13722.0,23,at_Risk
13723.0,11,hibernating
13725.0,35,loyal_customers
13726.0,32,about_to_sleep
13727.0,42,potential_loyalists
13728.0,35,loyal_customers
13730.0,22,hibernating
13731.0,12,hibernating
13732.0,41,promising
13735.0,44,loyal_customers
13736.0,52,potential_loyalists
13737.0,11,hibernating
13739.0,41,promising
13740.0,11,hibernating
13741.0,33,need_attention
13742.0,45,loyal_customers
13743.0,55,champions
13744.0,22,hibernating
13745.0,21,hibernating
13747.0,11,hibernating
13748.0,24,at_Risk
13750.0,34,loyal_customers
13751.0,11,hibernating
13752.0,25,cant_loose
13753.0,11,hibernating
13754.0,22,hibernating
13755.0,55,champions
13756.0,55,champions
13758.0,55,champions
13759.0,32,about_to_sleep
13760.0,32,about_to_sleep
13761.0,32,about_to_sleep
13762.0,11,hibernating
13763.0,31,about_to_sleep
13764.0,33,need_attention
13767.0,55,champions
13769.0,55,champions
13771.0,34,loyal_customers
13772.0,33,need_attention
13774.0,21,hibernating
13777.0,55,champions
13778.0,21,hibernating
13780.0,52,potential_loyalists
13781.0,11,hibernating
13782.0,55,champions
13784.0,55,champions
13786.0,11,hibernating
13787.0,22,hibernating
13790.0,51,new_customers
13791.0,22,hibernating
13792.0,32,about_to_sleep
13798.0,55,champions
13799.0,22,hibernating
13800.0,11,hibernating
13801.0,31,about_to_sleep
13802.0,23,at_Risk
13803.0,11,hibernating
13804.0,45,loyal_customers
13805.0,32,about_to_sleep
13806.0,31,about_to_sleep
13807.0,11,hibernating
13808.0,54,champions
13809.0,11,hibernating
13810.0,43,potential_loyalists
13811.0,13,at_Risk
13812.0,33,need_attention
13813.0,34,loyal_customers
13814.0,22,hibernating
13815.0,44,loyal_customers
13816.0,42,potential_loyalists
13817.0,42,potential_loyalists
13819.0,13,at_Risk
13821.0,22,hibernating
13822.0,52,potential_loyalists
13823.0,42,potential_loyalists
13824.0,44,loyal_customers
13826.0,21,hibernating
13827.0,33,need_attention
13828.0,41,promising
13831.0,45,loyal_customers
